,Q22,tweet,value
1877,Female,Atlantic Council propagandist denying all of Ukraine's socioeconomic problems to launch into a war that Ukraine will not win by any means even a million years. Fresh evidence that NATO does not give a single flying fck about Ukraine or its people .,2.0
1878,Male,Atlantic Council propagandist denying all of Ukraine's socioeconomic problems to launch into a war that Ukraine will not win by any means even a million years. Fresh evidence that NATO does not give a single flying fck about Ukraine or its people .,4.0
1879,Female,Atlantic Council propagandist denying all of Ukraine's socioeconomic problems to launch into a war that Ukraine will not win by any means even a million years. Fresh evidence that NATO does not give a single flying fck about Ukraine or its people .,3.0
1880,Male,Atlantic Council propagandist denying all of Ukraine's socioeconomic problems to launch into a war that Ukraine will not win by any means even a million years. Fresh evidence that NATO does not give a single flying fck about Ukraine or its people .,5.0
1881,Female,Atlantic Council propagandist denying all of Ukraine's socioeconomic problems to launch into a war that Ukraine will not win by any means even a million years. Fresh evidence that NATO does not give a single flying fck about Ukraine or its people .,3.0
1882,Male,Atlantic Council propagandist denying all of Ukraine's socioeconomic problems to launch into a war that Ukraine will not win by any means even a million years. Fresh evidence that NATO does not give a single flying fck about Ukraine or its people .,2.0
1883,Female,Atlantic Council propagandist denying all of Ukraine's socioeconomic problems to launch into a war that Ukraine will not win by any means even a million years. Fresh evidence that NATO does not give a single flying fck about Ukraine or its people .,4.0
1884,Male,Atlantic Council propagandist denying all of Ukraine's socioeconomic problems to launch into a war that Ukraine will not win by any means even a million years. Fresh evidence that NATO does not give a single flying fck about Ukraine or its people .,2.0
1885,Female,Atlantic Council propagandist denying all of Ukraine's socioeconomic problems to launch into a war that Ukraine will not win by any means even a million years. Fresh evidence that NATO does not give a single flying fck about Ukraine or its people .,5.0
1886,Male,Atlantic Council propagandist denying all of Ukraine's socioeconomic problems to launch into a war that Ukraine will not win by any means even a million years. Fresh evidence that NATO does not give a single flying fck about Ukraine or its people .,3.0
1887,Male,"The year of 2021 is coming to an end,In that wide universe,the Earth is a blue dot,but humans are still at war,where are they .",2.0
1888,Male,"The year of 2021 is coming to an end,In that wide universe,the Earth is a blue dot,but humans are still at war,where are they .",5.0
1889,Male,"The year of 2021 is coming to an end,In that wide universe,the Earth is a blue dot,but humans are still at war,where are they .",2.0
1890,Female,"The year of 2021 is coming to an end,In that wide universe,the Earth is a blue dot,but humans are still at war,where are they .",4.0
1891,Female,"The year of 2021 is coming to an end,In that wide universe,the Earth is a blue dot,but humans are still at war,where are they .",2.0
1892,Male,"The year of 2021 is coming to an end,In that wide universe,the Earth is a blue dot,but humans are still at war,where are they .",4.0
1893,Male,"The year of 2021 is coming to an end,In that wide universe,the Earth is a blue dot,but humans are still at war,where are they .",3.0
1894,Female,"The year of 2021 is coming to an end,In that wide universe,the Earth is a blue dot,but humans are still at war,where are they .",4.0
1895,Male,"The year of 2021 is coming to an end,In that wide universe,the Earth is a blue dot,but humans are still at war,where are they .",2.0
1896,Female,"The year of 2021 is coming to an end,In that wide universe,the Earth is a blue dot,but humans are still at war,where are they .",1.0
1897,Male,"The year of 2021 is coming to an end,In that wide universe,the Earth is a blue dot,but humans are still at war,where are they .",4.0
1898,Female,"The year of 2021 is coming to an end,In that wide universe,the Earth is a blue dot,but humans are still at war,where are they .",2.0
1899,Female,"The year of 2021 is coming to an end,In that wide universe,the Earth is a blue dot,but humans are still at war,where are they .",2.0
1900,Male," Well the game is called Total War, not Total Society its a battle simulator. You cant really accuse it of not doing what it says on the tin.",2.0
1901,Male," Well the game is called Total War, not Total Society its a battle simulator. You cant really accuse it of not doing what it says on the tin.",3.0
